Nom,Connections Nombre,Date,Dates de Tirage,Dernier Tirage,Description,Elément de la Suite,Mots-clés de la Suite,Nombre de Tirages,Nombres et Cartes de la Court🦄,Numbre Lié,Numerologie,Numéro Random,Renversée,Signification,Signification du Nombre,Suite,Suite 1,TIRAGES,TIRAGES DE TAROT 🪬,Tarot Suites 🦄
XVII L’Etoile,"https://www.notion.so/0f16cb79cc4249b98771ffc5c6396dbd, https://www.notion.so/394b21f3f2c94669b237db5ba0b4aa2d, https://www.notion.so/5e45d9172a5e4969b9de36d5d6bb3b0e, https://www.notion.so/ad97e5932f8c4f27b99ee408fec5c54f, https://www.notion.so/d2cfbe5be31f4282b792e2d02ef5bf9a, https://www.notion.so/d661a1f78b914aef976db67812f3f0a7",,,,"Une grande étoile rayonnante à huit rayons, entourée de sept étoiles de moindre importance, elles aussi à huit rayons. La figure féminine au premier plan est entièrement nue. Son genou gauche est sur la terre et son pied droit sur l'eau. Elle verse l'eau de la vie de deux grandes aiguières, irriguant la mer et la terre. Derrière elle, la terre s'élève et, à droite, un arbuste ou un arbre sur lequel se pose un oiseau. La figure exprime la jeunesse et la beauté éternelles. L'étoile est l'étoile flamboyante, qui apparaît dans le symbolisme maçonnique, mais qui y a été confondue. Ce que la figure communique à la scène vivante est la substance des cieux et des éléments. On a dit avec justesse que les devises de cette carte sont ""Eaux de vie gratuites"" et ""Dons de l'Esprit""... Le résumé de plusieurs explications sordides dit que c'est une carte d'espoir. Sur d'autres plans, elle a été certifiée comme étant l'immortalité et la lumière intérieure. Pour la majorité des esprits préparés, la figure apparaîtra comme le type de la Vérité dévoilée, glorieuse dans sa beauté éternelle, déversant sur les eaux de l'âme une partie et une mesure de son inestimable possession. Mais elle est en réalité la Grande Mère dans la Sephira Binah kabbalistique, qui est l'Entendement supérieur, qui communique aux Sephiroth inférieures dans la mesure où elles peuvent recevoir son influx.",,"Renaissance, émergence",0,,17,Huit (https://www.notion.so/Huit-c63bc808e73246ffae792435b478ce3a?pvs=21),✨18,"Ne pas se laisser guérir, surproductivité; Arrogance, hautaineté, impuissance.","Espoir, guérison, renouveau, Perte, vol, privation, abandon ; une autre lecture dit-espoir et perspectives brillantes","Transformation, mouvement",Arcane Majeure : Spirale de Renaissance,Arcane Majeure : 3ème Ligne (https://www.notion.so/Arcane-Majeure-3-me-Ligne-7826df0c5a0f44b6a7670726a851e93a?pvs=21),,,
II La Grande Prêtresse,"https://www.notion.so/45dcdc05ce5143f39a175c8a0c248044, https://www.notion.so/6b332450c461455ea8b55a3c2d44a732, https://www.notion.so/7d601c69d2204d5e8caf5f41a24d6ec0, https://www.notion.so/90262c49ad634373865b83f7c2e9c3ec, https://www.notion.so/a85d694b6bce437ea2304bf23dbfdccb, https://www.notion.so/b06474f617794d3490c3d30c6169cda7, https://www.notion.so/fbaaf63b7e954ea999d02b37912624da",,,,"Elle a le croissant lunaire à ses pieds, un diadème cornu sur la tête, avec un globe à la place du milieu, et une grande croix solaire sur la poitrine. Le parchemin qu'elle tient dans ses mains est inscrit du mot Tora, qui signifie la plus grande loi, la loi secrète et le second sens du mot. Il est partiellement recouvert par son manteau, pour montrer que certaines choses sont sous-entendues et d'autres dites. Elle est assise entre les piliers blanc et noir - J. et B. - du Temple mystique, et le voile du Temple est derrière elle : il est brodé de palmes et de grenades. Les vêtements sont fluides et vaporeux, et le manteau suggère la lumière - un rayonnement chatoyant. On l'a appelée la Science occulte sur le seuil du Sanctuaire d'Isis, mais elle est en réalité l'Église secrète, la Maison qui est de Dieu et de l'homme. Elle représente aussi le Second Mariage du Prince qui n'est plus de ce monde ; elle est l'Épouse et la Mère spirituelle, la fille des étoiles et le Jardin d'Éden supérieur. Elle est, en définitive, la Reine de la lumière empruntée, mais c'est la lumière de tous. Elle est la Lune nourrie par le lait de la Mère Supérieure et, d'une certaine manière, elle est aussi la Mère Supérieure elle-même, c'est-à-dire qu'elle est le reflet lumineux. C'est dans ce sens de réflexion que son nom le plus vrai et le plus élevé dans le bolisme est Shekinah - la gloire cohabitante. Selon le kabalisme, il existe une Shekinah à la fois au-dessus et au-dessous. Dans le monde supérieur, on l'appelle Binah, l'entendement supérieur qui se reflète dans les émanations qui se trouvent en dessous. Dans le monde inférieur, elle est Maikuth - ce monde étant, à cette fin, compris comme un Royaume béni - ce par quoi il est rendu béni étant la Gloire intérieure. Mystiquement parlant, la Shekinah est l'épouse spirituelle de l'homme juste, et lorsqu'il lit la Loi, elle en donne le sens divin. À certains égards, cette carte est la plus élevée et la plus sainte des grands arcanes.",,"Vie, égo, conscience",0,,2,Deux (https://www.notion.so/Deux-2fc9d09967e54e819d63befe47b36334?pvs=21),✨3,"Logique, doute, résistance au mystère, Passion, ardeur morale ou physique, vanité, connaissance superficielle.","Intuition, Les secrets, le mystère, l'avenir non encore révélé ; la femme qui intéresse le Quérant, si c'est un homme ; le Quérant lui-même, si c'est une femme ; le silence, la ténacité ; le mystère, la sagesse, la science.","Dualité, Intuition",Arcane Majeure : Ligne de Vie,Arcane Majeure : Ligne 1 (https://www.notion.so/Arcane-Majeure-Ligne-1-f39864cb82b24dcd80031d96ebf1e8a4?pvs=21),,,
Valet d’Epées,"https://www.notion.so/23c7fe323e1844ecb09c67a778aeba45, https://www.notion.so/62c7cb232f184db485db25fe242d4911, https://www.notion.so/a7127f4e6e6b4554ad705e9a7376206f, https://www.notion.so/f06d93a40e144c27a775c53504d7a7e6",,,,"Un personnage léger et actif tient une épée à la verticale dans ses deux mains, tout en marchant rapidement. Il passe sur un terrain accidenté, et sur son chemin, les nuages sont colocalisés de façon sauvage. Il est alerte et léger, regardant dans tous les sens, comme si un ennemi pouvait apparaître à tout moment.",🌬Air,"Esprit, Imaginaire, Mental",0,,11,Valets (https://www.notion.so/Valets-c8b9e76ce95144e6865ed04a07b0914b?pvs=21),✨61,"Rupture de la communication, confusion; Plus mauvais côté de ces qualités ; ce qui est imprévu, état non préparé ; la maladie est également évoquée.","Activité mentale, communication. Autorité, surveillance, service secret, vigilance, espionnage, examen, et les qualités qui s'y rattachent.",Racines/Fondations,Epées,Epées (https://www.notion.so/Ep-es-bcb057fdbc6f4faab96344f1bddec5bc?pvs=21),,,
VII Le Chariot,"https://www.notion.so/232ceea3228d488dbe52286061b73357, https://www.notion.so/81cac96138514faa97222198189699f9, https://www.notion.so/91d74bc899b04031b377fe86d54b60cd, https://www.notion.so/c0d690a20b87430e98ce5ba0ae8f938d, https://www.notion.so/d2993811cf8d4530830ea523a4b37fa4, https://www.notion.so/e6a5e8c12a854790a17202b0f262910b",,,,"Une figure droite et princière portant une épée dégainée et correspondant, dans les grandes lignes, à la description traditionnelle que j'ai donnée dans la première partie. Sur les épaules du héros victorieux sont censés se trouver l'Urim et le Thummim. Il a mené la captivité en captivité ; il est la conquête sur tous les plans - dans l'esprit, dans la science, dans le progrès, dans certaines épreuves de l'initiation. Il a ainsi répondu au sphinx, et c'est à ce titre que j'ai accepté la variante d'Éliphas Lévi ; deux sphinx tirent ainsi son char. Il est avant tout le triomphe de l'http://esprit.il/
 faut comprendre pour cela (a) que la question du sphinx porte sur un Mystère de la Nature et non du monde de la Grâce, auquel le char ne pourrait apporter de réponse ; (b) que les plans de sa conquête sont manifestes ou extérieurs et non en lui-même ; (c) que la libération qu'il opère peut se laisser dans la servitude de l'entendement logique ; (d) que les épreuves de l'initiation par lesquelles il est passé en triomphe doivent être comprises physiquement ou rationnellement ; et (e) que s'il s'approchait des piliers de ce Temple entre lesquels la Grande Prêtresse est assise, il ne pourrait pas ouvrir le rouleau appelé Tora, et que si elle l'interrogeait, il ne pourrait pas répondre. Il n'est pas la royauté héréditaire et il n'est pas le sacerdoce.",,"Vie, égo, conscience",0,,7,Sept (https://www.notion.so/Sept-7a90e004895c4c40b98845c975331b5a?pvs=21),✨8,"Être coincé ou passif; Émeute, querelle, dispute, litige, défaite.","Mouvement, contrôle, détermination, aller vers l'inconnu. Succès, providence, guerre, triomphe, présomption, vengeance, trouble.",Travail intérieur,Arcane Majeure : Ligne de Vie,Arcane Majeure : Ligne 1 (https://www.notion.so/Arcane-Majeure-Ligne-1-f39864cb82b24dcd80031d96ebf1e8a4?pvs=21),,,
Cinq d’Epées,"https://www.notion.so/02607a24b1004b958e1fcc325b077d43, https://www.notion.so/0e32926d98784416951ee5af3efd2809, https://www.notion.so/43f0f7a0e8d84ac79ee317ac41b8cc9b, https://www.notion.so/5c8f48d7b6404ac986c87153ccd48660, https://www.notion.so/8d516790c57d45bfb82be0dca4be42ed, https://www.notion.so/ce3debfe0aaf4d279296b9cc563c3cb1",,,,"Un homme dédaigneux regarde deux figures en retrait et abattues. Leurs épées gisent sur le sol. Il en porte deux autres sur son épaule gauche, et une troisième épée est dans sa main droite, pointe vers la terre. Il est le maître en possession du terrain.",🌬Air,"Esprit, Imaginaire, Mental",0,,5,Cinq (https://www.notion.so/Cinq-e1b3287c821e44a2a793a6a1dcbc7e97?pvs=21),✨55,Sortir de l'isolement/libération du ressentiment; La même chose ; l'enterrement et les obsèques.,"Dégradation, destruction, révocation, infamie, déshonneur, perte, avec les variantes et analogues de ceux-ci.","Chrysalide, l'obscurité comme partie de la transformation",Epées,Epées (https://www.notion.so/Ep-es-bcb057fdbc6f4faab96344f1bddec5bc?pvs=21),,,
V Le Hiérophante,"https://www.notion.so/02607a24b1004b958e1fcc325b077d43, https://www.notion.so/0e32926d98784416951ee5af3efd2809, https://www.notion.so/43f0f7a0e8d84ac79ee317ac41b8cc9b, https://www.notion.so/5c8f48d7b6404ac986c87153ccd48660, https://www.notion.so/8d516790c57d45bfb82be0dca4be42ed, https://www.notion.so/ce3debfe0aaf4d279296b9cc563c3cb1",,,,"Il porte la triple couronne et est assis entre deux piliers, mais ce ne sont pas ceux du Temple qui est gardé par la Grande Prêtresse. Dans sa main gauche, il tient un sceptre terminé par la triple croix, et de la main droite, il fait le signe ecclésiastique bien connu, appelé signe de l'ésotérisme, qui distingue la partie manifeste de la partie cachée de la doctrine. Il est à noter à ce propos que la Grande Prêtresse ne fait aucun signe. À ses pieds se trouvent les clés croisées, et deux ministres sacerdotaux en aube sont agenouillés devant lui. On l'a généralement appelé le Pape, ce qui est une application particulière de la fonction plus générale qu'il symbolise. Il est la puissance dominante de la religion extérieure, comme la Grande Prêtresse est le génie dominant de la puissance ésotérique, retirée. Les significations propres de cette carte ont souffert d'un mélange malheureux de presque toutes les mains. Le Grand Orient dit vraiment que le Hiérophante est le pouvoir des clés, de la doctrine orthodoxe exotérique et de la face extérieure de la vie qui mène à la doctrine ; mais il n'est certainement pas le prince de la doctrine occulte, comme l'a suggéré un autre commentateur ; il est plutôt la summa totius theologiæ, lorsqu'elle est passée à la plus grande rigidité d'expression ; mais il symbolise aussi tout ce qui est juste et sacré du côté manifeste. En tant que tel, il est le canal de la grâce appartenant au monde de l'institution, distinct de celui de la nature, et il est le chef du salut pour le genre humain dans son ensemble. Il est l'ordre et le chef de la hiérarchie reconnue, qui est le reflet d'un autre ordre hiérarchique plus grand ; mais il peut arriver que le pontife oublie la signification de cet état symbolique et agisse comme s'il contenait dans ses propres mesures tout ce que son signe signifie ou son symbole cherche à révéler. Il n'est pas, comme on l'a pensé, la philosophie - sauf du côté théologique ; il n'est pas l'inspiration ; et il n'est pas la religion, bien qu'il en soit un mode d'expression.",,"Vie, égo, conscience",0,,5,Cinq (https://www.notion.so/Cinq-e1b3287c821e44a2a793a6a1dcbc7e97?pvs=21),✨6,"Ne pas faire confiance à votre savoir, Société, bonne entente, concorde, excès de gentillesse, faiblesse.","Valeurs, enseignement, tradition, Le mariage, l'alliance, la captivité, la servitude ; par un autre compte, la miséricorde et la bonté ; l'inspiration ; l'homme auquel le Quérant a recours.","Chrysalide, l'obscurité comme partie de la transformation",Arcane Majeure : Ligne de Vie,Arcane Majeure : Ligne 1 (https://www.notion.so/Arcane-Majeure-Ligne-1-f39864cb82b24dcd80031d96ebf1e8a4?pvs=21),,,
XVI La Tour,"https://www.notion.so/232ceea3228d488dbe52286061b73357, https://www.notion.so/81cac96138514faa97222198189699f9, https://www.notion.so/91d74bc899b04031b377fe86d54b60cd, https://www.notion.so/c0d690a20b87430e98ce5ba0ae8f938d, https://www.notion.so/d2993811cf8d4530830ea523a4b37fa4, https://www.notion.so/e6a5e8c12a854790a17202b0f262910b",,,,"Les explications occultes attachées à cette carte sont maigres et surtout déconcertantes. Il est vain d'indiquer qu'elle représente le min sous tous ses aspects, car elle porte cette évidence à la surface. On dit encore qu'elle contient la première allusion à un édifice matériel, mais je ne conçois pas que la Tour soit plus ou moins matérielle que les piliers que nous avons rencontrés dans trois cas précédents. Je ne vois rien qui puisse justifier Papus à supposer qu'il s'agit littéralement de la chute d'Adam, mais il y a plus en faveur de son alternative - qu'elle signifie la matérialisation de la parole spirituelle. Le bibliographe Christian imagine qu'il s'agit de la chute de l'esprit qui cherche à pénétrer le mystère de Dieu. Je suis plutôt d'accord avec le Grand Orient pour dire que c'est la ruine de la Maison du Nous, lorsque le mal y a prévalu, et surtout que c'est la déchirure d'une Maison de la Doctrine. Je comprends que la référence est, cependant, à une Maison du Faux. Elle illustre aussi de la manière la plus complète la vieille vérité selon laquelle ""si le Seigneur ne bâtit la maison, ceux qui la bâtissent travaillent en vain""... Il y a un sens dans lequel la catastrophe est une réflexion de la carte précédente, mais pas du côté du symbolisme que j'ai essayé d'y indiquer. Il s'agit plus exactement d'une question d'analogie ; l'une concerne la chute dans l'état matériel et animal, tandis que l'autre signifie la destruction du côté intellectuel. On a parlé de la Tour comme du châtiment de l'orgueil et de l'intellect accablé dans la tentative de pénétrer le Mystère de Dieu ; mais dans aucun des cas ces explications ne rendent compte des deux personnes qui sont les victimes vivantes. L'une est la parole littérale rendue nulle et l'autre sa fausse interprétation. Dans un sens encore plus profond, cela peut aussi signifier la fin d'une dispensation, mais il n'est pas possible ici d'examiner cette question complexe.",,"Renaissance, émergence",0,,16,Sept (https://www.notion.so/Sept-7a90e004895c4c40b98845c975331b5a?pvs=21),✨17,"Résistance au changement; Selon un récit, il s'agit aussi, à un degré moindre, d'oppression, d'emprisonnement, de tyrannie.","Défaillance structurelle, Misère, détresse, indigence, adversité, calamité, disgrâce, déception, ruine. Il s'agit en particulier d'une carte de catastrophe imprévue.",Travail intérieur,Arcane Majeure : Spirale de Renaissance,Arcane Majeure : 3ème Ligne (https://www.notion.so/Arcane-Majeure-3-me-Ligne-7826df0c5a0f44b6a7670726a851e93a?pvs=21),,,
Roi de Coupes,"https://www.notion.so/0e7ef84f1d7c4211898fc0ad598b0f09, https://www.notion.so/59c183dcf98947f1a886fd2212a0c1b2, https://www.notion.so/9e8957fe4c054bc0bef907d6a3f42fbc, https://www.notion.so/db348cc2dbfd4495885168a5fec2ba17",,,,"Il tient un sceptre court dans sa main gauche et une grande coupe dans sa main droite ; son trône est posé sur la mer ; d'un côté, un navire est en train de chevaucher et de l'autre, un dauphin saute. L'implicite est que le Signe de la Coupe fait naturellement référence à l'eau, qui apparaît dans toutes les cartes de cour.",💧Eau,"Emotions, Relations",0,,14,Rois (https://www.notion.so/Rois-d1cba03a95144655aed1ef253fd839f4?pvs=21),✨78,"Manipulation émotionnelle; Homme malhonnête, à double jeu ; roguerie, exaction, injustice, vice, scandale, pillage, perte considérable.","L'intelligence émotionnelle; Homme juste, homme d'affaires, de droit ou de divinité ; responsable, disposé à obliger le Quérant ; également équité, art et science, y compris ceux qui professent la science, le droit et l'art ; intelligence créatrice.",Concrétisation,Coupes,Coupes (https://www.notion.so/Coupes-27f997d58d8d427c917ebcdc8cf6ae77?pvs=21),,,
Huit de Pentacles,"https://www.notion.so/0f16cb79cc4249b98771ffc5c6396dbd, https://www.notion.so/394b21f3f2c94669b237db5ba0b4aa2d, https://www.notion.so/5e45d9172a5e4969b9de36d5d6bb3b0e, https://www.notion.so/ad97e5932f8c4f27b99ee408fec5c54f, https://www.notion.so/d2cfbe5be31f4282b792e2d02ef5bf9a, https://www.notion.so/d661a1f78b914aef976db67812f3f0a7",,,,"Un artiste de la pierre à son travail, qu'il expose sous forme de trophées.",🌱Terre,"Corps, fabrication, rapport aux ressources",0,,8,Huit (https://www.notion.so/Huit-c63bc808e73246ffae792435b478ce3a?pvs=21),✨44,"Perfectionnisme, négligence; Ambition déçue, vanité, cupidité, exaction, usure. Il peut aussi signifier la possession de l'habileté, dans le sens d'un esprit ingénieux tourné vers la ruse et l'intrigue.","Travail acharné, apprentissage. Travail, emploi, commission, artisanat, compétence artisanale et commerciale, peut-être au stade préparatoire.","Transformation, mouvement",Pentacles,Pentacles (https://www.notion.so/Pentacles-6dc23f23bede4957b9abf2c636fd3199?pvs=21),,,
Sept de Bâtons,"https://www.notion.so/232ceea3228d488dbe52286061b73357, https://www.notion.so/81cac96138514faa97222198189699f9, https://www.notion.so/91d74bc899b04031b377fe86d54b60cd, https://www.notion.so/c0d690a20b87430e98ce5ba0ae8f938d, https://www.notion.so/d2993811cf8d4530830ea523a4b37fa4, https://www.notion.so/e6a5e8c12a854790a17202b0f262910b",,"March 4, 2023",Tirage du 04 Mars 2023,Un jeune homme sur une éminence rocheuse brandit un bâton ; six autres bâtons sont levés vers lui depuis le bas.,🔥 Feu,"Feu, action, créativité",0,,7,Sept (https://www.notion.so/Sept-7a90e004895c4c40b98845c975331b5a?pvs=21),✨29,"Faire confiance; Perplexité, embarras, anxiété. C'est aussi une mise en garde contre l'indécision.","Défensive, C'est une carte de bravoure, car, à première vue, six personnes attaquent une seule, qui a cependant la position de force. Sur le plan intellectuel, elle représente la discussion, la lutte verbale ; dans les affaires, les négociations, la guerre commerciale, le troc, la concurrence. C'est aussi une carte de succès, car le combattant est au sommet et ses ennemis ne peuvent l'atteindre.",Travail intérieur,Bâtons,Bâtons (https://www.notion.so/B-tons-bb87bd4935944028bfbf72b7897c337e?pvs=21),,Tirage du 04 Mars 2023 (https://www.notion.so/Tirage-du-04-Mars-2023-059ad0c998d4461880f16d1d0ca1475f?pvs=21),
Huit de Coupes,"https://www.notion.so/0f16cb79cc4249b98771ffc5c6396dbd, https://www.notion.so/394b21f3f2c94669b237db5ba0b4aa2d, https://www.notion.so/5e45d9172a5e4969b9de36d5d6bb3b0e, https://www.notion.so/ad97e5932f8c4f27b99ee408fec5c54f, https://www.notion.so/d2cfbe5be31f4282b792e2d02ef5bf9a, https://www.notion.so/d661a1f78b914aef976db67812f3f0a7",,,,"Un homme à l'aspect déprimé abandonne les coupes de sa félicité, de son entreprise, de son activité ou de sa préoccupation antérieure.",💧Eau,"Emotions, Relations",0,,8,Huit (https://www.notion.so/Huit-c63bc808e73246ffae792435b478ce3a?pvs=21),✨72,"S'accrocher alors que l'on devrait lâcher prise, retrait; Grande joie, bonheur, festin.","Lâcher prise, liberté; La carte parle d'elle-même en surface, mais d'autres lectures sont tout à fait antithétiques - joie, douceur, timidité, honneur, modestie. Dans la pratique, on s'aperçoit généralement que la carte indique le déclin d'une question, ou qu'une question que l'on croyait importante n'a en réalité qu'une faible importance, que ce soit en bien ou en mal.","Transformation, mouvement",Coupes,Coupes (https://www.notion.so/Coupes-27f997d58d8d427c917ebcdc8cf6ae77?pvs=21),,,
Neuf de Pentacles,"https://www.notion.so/30f59c0f4dd54af4ab2ecb9229fc6423, https://www.notion.so/81486c11e9f74d40866624d6e245e7c8, https://www.notion.so/8e82231fe1f84fe596700cf4ffe5de92, https://www.notion.so/d35ac4e06a4544769b7343950db70a31, https://www.notion.so/db9bdef69fa543ac9e602924e88d8e2f, https://www.notion.so/ec2fb8726d9c4fb995fb63f4cfcd8172",,,,"Une femme, avec un oiseau au poignet, se tient au milieu d'une grande abondance de vignes dans le jardin d'un manoir. C'est un vaste domaine, qui suggère l'abondance en toutes choses. Il s'agit peut-être de sa propre possession, ce qui témoigne de son bien-être matériel.",🌱Terre,"Corps, fabrication, rapport aux ressources",0,,9,Neuf (https://www.notion.so/Neuf-3e80e97e22564b17bc1343bdb2242adb?pvs=21),✨45,"Pénurie; escroquerie, tromperie, projet annulé, mauvaise foi.","Abondance, gratitude, récolte. Prudence, sécurité, réussite, accomplissement, certitude, discernement.",Intégration des enseignements tirés des autres numéros,Pentacles,Pentacles (https://www.notion.so/Pentacles-6dc23f23bede4957b9abf2c636fd3199?pvs=21),,,
Reine de Bâtons,"https://www.notion.so/180db67202e4455293bf7e2e12578f03, https://www.notion.so/c1acbf551d2b407393021a18949a986c, https://www.notion.so/c5601eb9cb504e27917f4e56e376ceb1, https://www.notion.so/d5c38f3694b743c789d8a7ab46703aef",,"March 4, 2023",Tirage du 04 Mars 2023,"Les bâtons de ce costume sont toujours en feuille, car c'est un costume de vie et d'animation. Sur le plan émotionnel et autre, la personnalité de la reine correspond à celle du roi, mais elle est plus magnétique.",🔥 Feu,"Feu, action, créativité",0,,13,Reines (https://www.notion.so/Reines-ddfe2ceb9a3f40fb8b43fac2cc124b03?pvs=21),✨35,"Être incertain de sa magie; Bon, économe, obligeant, serviable. Signifie également - mais dans certaines positions et à proximité d'autres cartes tendant dans cette direction - l'opposition, la jalousie, voire la tromperie et l'infidélité.","Magie, confiance. Une femme sombre, campagnarde, amicale, chaste, aimante, honorable. Si la carte à côté d'elle représente un homme, elle est bien disposée à son égard ; si c'est une femme, elle s'intéresse au Quérant. Aussi, l'amour de l'argent, ou un certain succès dans les affaires.",Travail Intérieur,Bâtons,Bâtons (https://www.notion.so/B-tons-bb87bd4935944028bfbf72b7897c337e?pvs=21),,Tirage du 04 Mars 2023 (https://www.notion.so/Tirage-du-04-Mars-2023-059ad0c998d4461880f16d1d0ca1475f?pvs=21),
XX Le Jugement,"https://www.notion.so/45dcdc05ce5143f39a175c8a0c248044, https://www.notion.so/6b332450c461455ea8b55a3c2d44a732, https://www.notion.so/7d601c69d2204d5e8caf5f41a24d6ec0, https://www.notion.so/90262c49ad634373865b83f7c2e9c3ec, https://www.notion.so/a85d694b6bce437ea2304bf23dbfdccb, https://www.notion.so/b06474f617794d3490c3d30c6169cda7, https://www.notion.so/fbaaf63b7e954ea999d02b37912624da",,,,"J'ai dit que ce symbole est essentiellement invariable dans tous les jeux de Tarot, ou du moins que les variations n'en altèrent pas le caractère. Le grand ange est ici entouré de nuages, mais il souffle dans sa trompette, et la croix, comme d'habitude, est affichée sur la bannière. Les morts sortent de leurs tombes - une femme à droite, un homme à gauche, et entre eux leur enfant, qui a le dos tourné. Mais dans cette carte, il y en a plus de trois qui sont rétablis, et on a jugé utile de faire cette variation pour illustrer l'insuffisance des explications actuelles. Il faut noter que tous les personnages ne font qu'un dans l'émerveillement, l'adoration et l'extase exprimés par leurs attitudes. C'est la carte qui enregistre l'accomplissement de la grande œuvre de transformation en réponse à l'appel du Surnaturel, appel entendu et répondu de l'intérieur, et qui laisse entrevoir une signification qu'il est difficile d'approfondir ici. Qu'est-ce qui, en nous, fait sonner la trompette et tout ce qui est inférieur dans notre nature s'élève en réponse - presque en un instant, presque en un clin d'œil ? Que la carte continue à représenter, pour ceux qui ne peuvent voir plus loin, le jugement dernier et la résurrection dans le corps naturel ; mais que ceux qui ont des yeux intérieurs regardent et découvrent avec elle. Ils comprendront qu'on l'a appelée véritablement dans le passé une carte de la vie éternelle, et que, pour cette raison, on peut la comparer à ce qui passe sous le nom de Tempérance.",,"Renaissance, émergence",0,,20,Deux (https://www.notion.so/Deux-2fc9d09967e54e819d63befe47b36334?pvs=21),✨21,"Être coincé dans le passé; Faiblesse, pusillanimité, simplicité ; aussi délibération, décision, sentence.","L'éveil, Changement de position, renouvellement, résultat. Un autre compte précise la perte totale par le biais d'un procès.","Dualité, Intuition",Arcane Majeure : Spirale de Renaissance,Arcane Majeure : 3ème Ligne (https://www.notion.so/Arcane-Majeure-3-me-Ligne-7826df0c5a0f44b6a7670726a851e93a?pvs=21),,,
Reine de Coupes,"https://www.notion.so/180db67202e4455293bf7e2e12578f03, https://www.notion.so/c1acbf551d2b407393021a18949a986c, https://www.notion.so/c5601eb9cb504e27917f4e56e376ceb1, https://www.notion.so/d5c38f3694b743c789d8a7ab46703aef",,,,"Belle, rêveuse - comme celle qui a des visions dans une coupe. Ce n'est cependant qu'un de ses aspects ; elle voit, mais elle agit aussi, et son activité nourrit son rêve.",💧Eau,"Emotions, Relations",0,,13,Reines (https://www.notion.so/Reines-ddfe2ceb9a3f40fb8b43fac2cc124b03?pvs=21),✨77,"Co-dépendance; Les récits varient ; femme de bien ; sinon, femme distinguée mais à laquelle on ne peut se fier ; femme perverse ; vice, déshonneur, dépravation.","Compassion, amour; Femme bonne et belle ; femme honnête et dévouée, qui rendra service au Quérant ; intelligence aimante, et donc don de vision ; succès, bonheur, plaisir ; aussi sagesse, vertu ; épouse parfaite et bonne mère.",Travail Intérieur,Coupes,Coupes (https://www.notion.so/Coupes-27f997d58d8d427c917ebcdc8cf6ae77?pvs=21),,,
XII Le Pendu,"https://www.notion.so/1256b41e7c4e407fadb601c9fe2c8046, https://www.notion.so/3b83fa022d4f40beb5f8ca2b77d1ca11, https://www.notion.so/4b5761373d044996925088a468f6301c, https://www.notion.so/4dee890fd9924dacb30020920f70dac0, https://www.notion.so/55c7f16955a3471bb1b61a8df7dd8b39, https://www.notion.so/a81e8cdec384425980b56077b8d599cc, https://www.notion.so/fb0a43a12b27490a8496d45e5e405c82",,,,"La potence à laquelle il est suspendu forme une croix Tau, tandis que le personnage - d'après la position de ses jambes - forme une croix fylfot. Un nimbe entoure la tête de l'apparent martyr. Il faut noter (1) que l'arbre du sacrifice est du bois vivant, avec des feuilles ; (2) que le visage exprime une profonde entrée, et non la souffrance ; (3) que la figure, dans son ensemble, suggère la vie en suspension, mais la vie et non la mort. C'est une carte d'une signification profonde, mais toute la signification est voilée. L'un de ses éditeurs suggère qu'Éliphas Lévi n'en connaissait pas la signification, ce qui est indiscutable, pas plus que l'éditeur lui-même. On l'a appelé à tort une carte du martyre, une carte de prudence, une carte du Grand Œuvre, une carte du devoir ; mais nous pouvons épuiser toutes les interprétations publiées et n'y trouver que de la vanité. Je dirai très simplement, pour ma part, qu'elle exprime la relation, dans l'un de ses aspects, entre le Divin et l'Univers. Celui qui peut comprendre que l'histoire de sa nature supérieure est imbriquée dans ce symbolisme recevra des indications sur un grand réveil possible et saura qu'après le Mystère sacré de la Mort, il y a le glorieux Mystère de la Résurrection.",,"Transformation, lâcher-prise, approfondissement, l'inconscient",0,,12,Trois (https://www.notion.so/Trois-5b61bce79f3347f48d65a28533791737?pvs=21),✨13,"S'accrocher; L'égoïsme, la foule, le corps politique.","Lâcher prise, Sagesse, circonspection, discernement, épreuves, sacrifice, intuition, divination, prophétie.","Synthèse ; connexion de l'esprit, de l'âme et du corps",Arcane Majeure : Ligne de Mort,Arcane Majeure : 2ème ligne (https://www.notion.so/Arcane-Majeure-2-me-ligne-97dab140117e45a3a8a808994b8d07fe?pvs=21),,,
